;		Project-G FieldInform																																																																													
#Record	EldPri01	-	-	13 	Collapsed#Prison	0 	256 	256 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	EldPri01	2318	2094	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		13 		1 																										
#Record	EldPriDn01	-	-	14 	Concealed#Prison#1st#Floor	0 	256 	256 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	Eld	14618 	13435 	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		14 		2 																										
#Record	UrgFireDn01	-	-	15 	Flaming#Mine	0 	256 	256 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	Urg	5835 	6397 	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		15 		1 																										
#Record	UrgSwaDn01	-	-	16 	Spirit#Temple	0 	256 	256 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	UrgSwaDn01	5655 	11543 	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		16 		2 																										
#Record	EchoCave	-	-	17 	Echo#Cave	0 	256 	256 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	EchoCave	9240	21838	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		17 		0 																										
#Record	EldPri	-	-	18 	Restricted#Area	0 	256 	256 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	0 	0 	1 	EldPri	14618	13435	0	0	0	0	0	0	1		1 	1 	0 	0 	0 	1 	0 	1 	1 	0 	1 	1 	1000 	0 	0 		18 		1 																										
#Record	WindyCave	-	-	19 	Cave#of#Wind	0 	256 	256 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	0 	1 	0 	WindyCave	2506	2750	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		19 		2 																										
#Record	EldFor01	-	-	20 	Ancient#Elven#Woods	0 	512 	512 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	Urg	5835 	6397 	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		20 		1 																										
#Record	EldSleep01	-	-	21 	Forest#of#Slumber	0 	512 	512 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	Urg	5835 	6397 	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		21 		2 																										
#Record	Urg	-	-	22 	Uruga	0 	256 	256 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	Urg	5835 	6397 	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		22 		2 																										
#Record	UrgFire01	-	-	23 	Burning#Rock	0 	512 	512 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	Urg	5835	13435	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		23 		3 																										
#Record	EldPriDn02	-	-	24 	Concealed#Prison#2nd#Floor	0 	256 	256 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	Urg	5835 	6397 	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		24 		1 																										
#Record	GblDn01	-	-	25 	Concealed#Peak	0 	256 	256 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	GblDn01	5095	809	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		25 		2 																										
#Record	GoldCave	-	-	26 	Golden#Cave	0 	256 	256 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	0 	1 	0 	Urg	5835 	6397 	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		26 		2 																										
#Record	CemDn01	-	-	27 	Graveyard#of#the#Dead	0 	512 	512 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	CemDn01	8029	1765	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		27 		0 																										
#Record	ElfDn01	-	-	28 	Land#of#Trials	0 	256 	256 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	ElfDn01	2660	6901	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		28 		0 																										
#Record	ValDn01	-	-	29 	Marlone#Clan's#Hideout	0 	256 	256 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	ValDn01	1159	11349	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		29 		0 																										
#Record	PriDn01	-	-	30 	Bonds#of#Darkness	0 	256 	256 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	PriDn01	12208	4514	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		30 		1 																										
#Record	ForDn01	-	-	31 	Trumpy#Remains	0 	256 	256 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	ForDn01	5825	6128	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		31 		2 																										
#Record	FireDn01	-	-	32 	Guardian's#Holy#Shrine	0 	256 	256 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	FireDn01	6358	6865	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		32 		2 																										
#Record	SwaDn01	-	-	33 	Tear's#Marsh	0 	256 	256 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	SwaDn01	6183	11138	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		33 		1 																										
#Record	UrgSwa01	-	-	34 	Dawning#Marsh	0 	512 	512 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	Urg	5835 	6397 	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		34 		0 																										
#Record	EldPri02	-	-	35 	Scaffold#Execution#ground	0 	512 	512 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	EldPri02	2812	2440	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		35 		0 																										
#Record	EldGbl02	-	-	36 	Sandy#Hill	0 	512 	512 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	EldGbl02	9130	8360	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		36 		1 																										
#Record	Linkfield01	-	-	37 	Dark#Passage#II	0 	512 	512 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	Linkfield01	3687	3274	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		37 		1 																										
#Record	Linkfield02	-	-	38 	Dark#Passage#I	0 	512 	512 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	Linkfield02	3074 	6157 	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		38 		1 																										
#Record	BFGate01	-	-	39 	Forest#Perimeter	0 	512 	512 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	Eld	14618	13435	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		39 		0 																										
#Record	BFGate02	-	-	40 	Forest#Perimeter	0 	512 	512 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	Urg	5835 	6397 	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		40 		0 																										
#Record	Urg_Alruin	-	-	41 	Alberstol#Ruins	0 	512 	512 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	Urg_Alruin	6721 	12036 	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		41 		1 																										
#Record	IDGate01	-	-	42 	지하실#통로	0 	512 	512 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	0	0	1	RouN	6980	8752	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		42 		2 																										
#Record	BerKal01	-	-	43 	카할#평원	0 	512 	512 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	Adl	11696 	9337 	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		43 		0 																										
#Record	Bera	-	-	44 	베라	0 	512 	512 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	Bera	6532	1529	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		44 		0 																										
#Record	UrgDark01	-	-	45 	Dark#Land	0 	512 	512 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	Urg_Alruin	6721 	12036 	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		45 		2 																										
#Record	AlDn01	-	-	46 	Origin#of#Life#Tree.	0 	256 	256 	7000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	1 	1 	0 	AlDn01	11356	1898	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		46 		0 																										
;	배틀필드																																																																														
#Record	ValDn02	-	-	47 	Abysmal#Cave	0 	256 	256 	10000 	-	0 	1 	1 	1 	2 	0 	0 	0 	1 	0 	0 	0 	0 	ValDn02	1159	11349	0	0	0	0	0	0	1		1 	0 	1 	1 	1 	1 	0 	0 	1 	0 	1 	1 	1000 	1000 	0 		47 		0 																										
#Record	CemDn02	-	-	48 	Grave#of#Abyss	0 	256 	256 	10000 	-	0 	1 	1 	1 	2 	0 	0 	0 	1 	0 	0 	0 	0 	CemDn02	5739	15665	0	0	0	0	0	0	1		1 	0 	1 	1 	1 	1 	0 	0 	1 	0 	1 	1 	1000 	1000 	0 		48 		0 																										
#Record	GblDn02	-	-	49 	Abysmal#Summit	0 	256 	256 	10000 	-	0 	1 	1 	1 	2 	0 	0 	0 	1 	0 	0 	0 	0 	GblDn02	5081	6146	0	0	0	0	0	0	1		1 	0 	1 	1 	1 	1 	0 	0 	1 	0 	1 	1 	1000 	1000 	0 		49 		2 																										
#Record	ElfDn02	-	-	50 	Dungeon#of#the#Abyss	0 	256 	256 	10000 	-	0 	1 	1 	1 	2 	0 	0 	0 	1 	0 	0 	0 	0 	ElfDn02	5230	3741	0	0	0	0	0	0	1		1 	0 	1 	1 	1 	1 	0 	0 	1 	0 	1 	1 	1000 	1000 	0 		50 		1 																										
#Record	PriDn02	-	-	51 	Passage#of#the#Abyss	0 	256 	256 	10000 	-	0 	1 	1 	1 	2 	0 	0 	0 	1 	0 	0 	0 	0 	PriDn02	5154	5059	0	0	0	0	0	0	1		1 	0 	1 	1 	1 	1 	0 	0 	1 	0 	1 	1 	1000 	1000 	0 		51 		0 																										
#Record	ForDn02	-	-	52 	Relic#of#the#Abyss	0 	256 	256 	10000 	-	0 	1 	1 	1 	2 	0 	0 	0 	1 	0 	0 	0 	0 	ForDn02	5825	6128	0	0	0	0	0	0	1		1 	0 	1 	1 	1 	1 	0 	0 	1 	0 	1 	1 	1000 	1000 	0 		52 		0 																										
#Record	FireDn02	-	-	53 	Holy#Place#of#the#Abyss	0 	256 	256 	10000 	-	0 	1 	1 	1 	2 	0 	0 	0 	1 	0 	0 	0 	0 	FireDn02	6358	6865	0	0	0	0	0	0	1		1 	0 	1 	1 	1 	1 	0 	0 	1 	0 	1 	1 	1000 	1000 	0 		53 		1 																										
#Record	SwaDn02	-	-	54 	Abyss#Marsh	0 	256 	256 	5000 	-	0 	1 	1 	1 	2 	0 	0 	0 	1 	0 	0 	0 	0 	SwaDn02	6183	11138	0	0	0	0	0	0	1		1 	0 	1 	1 	1 	1 	0 	0 	1 	0 	1 	1 	1000 	1000 	0 		54 		2 																										
;	보스 필드																																																																														
#Record	R_Helga01	-	-	55 	Helga's#Tomb	0 	256 	256 	10000 	-	0 	2 	1 	0 	2 	2 	0 	0 	0 	0 	0 	1 	0 	EldSleep01	8590	8806	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	1 	1 	1000 	0 	0 		55 		2 																										
#Record	AdlThorn01	-	-	56 	Thorn#Cave	0 	512 	512 	10000 	-	0 	2 	1 	0 	2 	2 	0 	0 	0 	0 	0	1	0	Adl	11696 	9337 	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 	0 		56 		1 																										
#Record	B_Cracker	-	-	106 	Malephar's#Lair	0 	128 	128 	10000 	-	0 	2 	1 	0 	2 	2 	0 	0 	0 	0 	0	1	0	Urg_Alruin	6721 	12036 	0	0	0	0	0	0	1		1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	1 	1 	1000 	0 	0 		106 		1 																										
;	킹덤퀘스트용																																																0 																														
#Record	KDRockCan	00	09	57 	Rock#Valley	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	1 	Gate	1487	1517	0	0	0	0	0	0	1		0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1 	0 	0 	0 		57 		3 																										
;	KDEchoCave	00	09		Echo#Cave	1 	256 	256 	5000 	-		1 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	1 	Rou	7907 	8572 	0	0	0	0	0	0	1		0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1 	0 	0 	0 				3 																										
#Record	KDPrtShip	00	09	58 	Captain#Mara's#Pirate#Ship	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	1 	Gate	1487	1517	0	0	0	0	0	0	1		0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1 	0 	0 	0 		58 		3 																										
#Record	KDEddyHill	00	09	59 	Cyclone#Hill	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	1 	Gate	1487	1517	0	0	0	0	0	0	1		0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1 	0 	0 	0 		59 		3 																										
#Record	KDTrDn	00	09	60 	Adventurer#Dungeon	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	1 	Gate	1487	1517	0	0	0	0	0	0	1		0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1 	0 	0 	0 		60 		3 																										
#Record	KDUnHall	00	09	61 	Underground#Square	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	1 	Gate	1487	1517	0	0	0	0	0	0	1		0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1 	0 	0 	0 		61 		3 																										
#Record	KDEnMaze	00	09	62 	Endless#Maze	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	1 	Gate	1487	1517	0	0	0	0	0	0	1		0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1 	0 	0 	0 		62 		3 																										
#Record	KDGoldHill	00	09	63 	Golden#Hill	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	1 	Gate	1487	1517	0	0	0	0	0	0	1		0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1 	0 	0 	0 		63 		3 																										
#Record	KDMDragon	00	09	64 	Mini#Dragon	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	1 	Gate	1487	1517	0	0	0	0	0	0	1		0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1 	0 	0 	0 		64 		3 																										
#Record	KDKingkong	00	09	65 	King#Kong#Phino's#Mess	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	1 	Gate	1487	1517	0	0	0	0	0	0	1		0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1 	0 	0 	0 		65 		3 																										
;	PKㅡMap										0 																																																																				
#Record	KDHero	100	103	66 	Warrior's#Hall#of#Trials	1 	256 	256 	10000 	-	0 	2 	2 	2 	2 	2 	1 	0 	0 	0 	0 	0 	1 	Gate	1487	1517	0	0	0	0	0	0	1		0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 		66 		3 																										
#Record	KDHero	200	203	67 	Warrior's#Hall#of#Trials	1 	256 	256 	10000 	-	0 	2 	2 	2 	2 	2 	1 	0 	0 	0 	0 	0 	1 	Gate	1487	1517	0	0	0	0	0	0	1		0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 		67 		3 																										
#Record	KDHero	300	303	68 	Warrior's#Hall#of#Trials	1 	256 	256 	10000 	-	0 	2 	2 	2 	2 	2 	1 	0 	0 	0 	0 	0 	1 	Gate	1487	1517	0	0	0	0	0	0	1		0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 		68 		3 																										
#Record	KDHero	400	403	69 	Warrior's#Hall#of#Trials	1 	256 	256 	10000 	-	0 	2 	2 	2 	2 	2 	1 	0 	0 	0 	0 	0 	1 	Gate	1487	1517	0	0	0	0	0	0	1		0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 		69 		3 																										
#Record	KDHero	500	503	70 	Warrior's#Hall#of#Trials	1 	256 	256 	10000 	-	0 	2 	2 	2 	2 	2 	1 	0 	0 	0 	0 	0 	1 	Gate	1487	1517	0	0	0	0	0	0	1		0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 		70 		3 																										
#Record	KDHero	600	603	71 	Warrior's#Hall#of#Trials	1 	256 	256 	10000 	-	0 	2 	2 	2 	2 	2 	1 	0 	0 	0 	0 	0 	1 	Gate	1487	1517	0	0	0	0	0	0	1		0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 		71 		3 																										
#Record	KDHero	700	703	72 	Warrior's#Hall#of#Trials	1 	256 	256 	10000 	-	0 	2 	2 	2 	2 	2 	1 	0 	0 	0 	0 	0 	1 	Gate	1487	1517	0	0	0	0	0	0	1		0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 		72 		3 																										
#Record	KDHero	800	803	73 	Warrior's#Hall#of#Trials	1 	256 	256 	10000 	-	0 	2 	2 	2 	2 	2 	1 	0 	0 	0 	0 	0 	1 	Gate	1487	1517	0	0	0	0	0	0	1		0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 		73 		3 																										
#Record	KDHoneying	00	09	74 	Grumpy#Giant#Honeying	1 	256 	256 	10000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	1 	Gate	1487	1517	0	0	0	0	0	0	1		0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1 	0 	0 	0 		74 		3 																										
#Record	KDSpider	00	09	75 	Assault#of#Spiders	1 	256 	256 	10000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	1 	Gate	1487	1517	0	0	0	0	0	0	1		0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1 	0 	0 	0 		75 		3 																										
#Record	KDHDragon	00	09	76 	Mini#Dragon#(Hardcore)	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	1 	Gate	1487	1517	0	0	0	0	0	0	1		0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1 	0 	0 	0 		76 		3 																										
