;	ItemRandomOption																		
#IGNORE	\o042			;인용부호무시															
#EXCHANGE	#	\x20		;#=>space															
;																			
#TABLE	RandomOptionTable																		
;					이후 파라미터 순서 바꾸지 말것!!!														
;		"OptionHide : 0이면 떨어질때부터 옵션이 알려져 있음, 1이면 판독을 해야 옵션을 확인, 사용할 수 있음"																	
#COLUMNTYPE	STRING[33]	BYTE	BYTE	BYTE	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	BYTE	;			
#RECORD	NaAcc010	0	1	3	1	1	1	1	1	1	1	1	1	1	4	;	액세서리	10 ~ 12
#RECORD	NaAcc015	0	1	3	1	2	1	2	1	2	1	2	1	2	4	;	액세서리	16 ~ 19
#RECORD	NaAcc020	0	1	3	1	2	1	2	1	2	1	2	1	2	4	;	액세서리	20 ~ 24
#RECORD	NaAcc025	0	1	3	1	3	1	3	1	3	1	3	1	3	4	;	액세서리	26 ~ 28
#RECORD	NaAcc030	0	1	3	1	3	1	3	1	3	1	3	1	3	4	;	액세서리	33
#RECORD	NaAcc035	0	1	3	1	4	1	4	1	4	1	4	1	4	4	;	액세서리	35 ~ 39
#RECORD	NaAcc040	0	1	3	1	4	1	4	1	4	1	4	1	4	4	;	액세서리	40 ~ 43
#RECORD	NaAcc045	0	1	3	1	5	1	5	1	5	1	5	1	5	4	;	액세서리	46 ~ 48
#RECORD	NaAcc050	0	1	3	1	5	1	5	1	5	1	5	1	5	4	;	액세서리	50 ~ 54
#RECORD	NaAcc055	0	1	3	1	6	1	6	1	6	1	6	1	6	4	;	액세서리	55 ~ 57
#RECORD	NaAcc060	0	1	3	1	6	1	6	1	6	1	6	1	6	4	;	액세서리	60 ~ 64
#RECORD	NaAcc065	0	1	3	1	7	1	7	1	7	1	7	1	7	4	;	액세서리	65 ~ 67
#RECORD	NaAcc070	0	1	3	1	7	1	7	1	7	1	7	1	7	4	;	액세서리	70 ~ 73
#RECORD	NaAcc075	0	1	3	1	8	1	8	1	8	1	8	1	8	4	;	액세서리	75 ~ 78
#RECORD	NaAcc080	0	1	3	1	8	1	8	1	8	1	8	1	8	4	;	액세서리	80
#RECORD	NaAcc085	0	1	3	1	9	1	9	1	9	1	9	1	9	4	;	액세서리	85 ~ 88
#RECORD	NaAcc090	0	1	3	1	9	1	9	1	9	1	9	1	9	4	;	액세서리	90
#RECORD	NaAcc095	0	1	3	1	10	1	10	1	10	1	10	1	10	4	;	액세서리	95
#RECORD	NaAcc100	0	1	3	1	10	1	10	1	10	1	10	1	10	4	;	액세서리	102
#RECORD	NaAcc105	0	1	3	1	11	1	11	1	11	1	11	1	11	4	;	액세서리	104
#RECORD	NaAcc110	0	1	3	1	11	1	11	1	11	1	11	1	11	4	;	액세서리	110
#RECORD	NaAcc115	0	1	3	1	12	1	12	1	12	1	12	1	12	4	;	액세서리	112 ~ 118
#RECORD	NaAcc120	0	1	3	1	12	1	12	1	12	1	12	1	12	4	;	액세서리	120
#RECORD	NaAcc125	0	1	3	1	13	1	13	1	13	1	13	1	13	4	;		
#RECORD	NaAcc130	0	1	3	1	13	1	13	1	13	1	13	1	13	4	;		
#RECORD	NaAcc135	0	1	3	1	14	1	14	1	14	1	14	1	14	4	;		
#RECORD	NaAcc140	0	1	3	1	14	1	14	1	14	1	14	1	14	4	;		
#RECORD	NaAcc145	0	1	3	1	15	1	15	1	15	1	15	1	15	4	;		
#RECORD	NaAcc150	0	1	3	1	15	1	15	1	15	1	15	1	15	4	;		
#RECORD	RaAcc005	0	2	4	1	5	1	5	1	5	1	5	1	5	6	;	R-액세서리	5
#RECORD	RaAcc010	0	2	4	1	6	1	6	1	6	1	6	1	6	6	;	R-액세서리	10
#RECORD	RaAcc015	0	2	4	1	7	1	7	1	7	1	7	1	7	6	;	R-액세서리	15
#RECORD	RaAcc020	0	2	4	1	8	1	8	1	8	1	8	1	8	6	;	R-액세서리	20
#RECORD	RaAcc025	0	2	4	1	9	1	9	1	9	1	9	1	9	6	;	R-액세서리	25
#RECORD	RaAcc030	0	2	4	1	10	1	10	1	10	1	10	1	10	6	;	R-액세서리	30
#RECORD	RaAcc035	0	2	4	1	11	1	11	1	11	1	11	1	11	6	;	R-액세서리	35
#RECORD	RaAcc040	0	2	4	1	12	1	12	1	12	1	12	1	12	6	;	R-액세서리	40
#RECORD	RaAcc045	0	2	4	1	13	1	13	1	13	1	13	1	13	6	;	R-액세서리	45
#RECORD	RaAcc050	0	2	4	1	14	1	14	1	14	1	14	1	14	6	;	R-액세서리	50
#RECORD	RaAcc055	0	2	4	1	15	1	15	1	15	1	15	1	15	6	;	R-액세서리	55
#RECORD	RaAcc060	0	2	4	1	16	1	16	1	16	1	16	1	16	6	;	R-액세서리	60
#RECORD	RaAcc065	0	2	4	1	17	1	17	1	17	1	17	1	17	6	;	R-액세서리	65
#RECORD	RaAcc070	0	2	4	1	18	1	18	1	18	1	18	1	18	6	;	R-액세서리	70
#RECORD	RaAcc075	0	2	4	1	19	1	19	1	19	1	19	1	19	6	;	R-액세서리	75
#RECORD	RaAcc080	0	2	4	1	20	1	20	1	20	1	20	1	20	6	;	R-액세서리	80
#RECORD	RaAcc085	0	2	4	1	21	1	21	1	21	1	21	1	21	6	;	R-액세서리	85
#RECORD	RaAcc090	0	2	4	1	22	1	22	1	22	1	22	1	22	6	;	R-액세서리	90
#RECORD	RaAcc095	0	2	4	1	23	1	23	1	23	1	23	1	23	6	;	R-액세서리	95
#RECORD	RaAcc100	0	2	4	1	24	1	24	1	24	1	24	1	24	6	;	R-액세서리	100
#RECORD	RaAcc105	0	2	4	1	25	1	25	1	25	1	25	1	25	6	;	R-액세서리	105
#RECORD	RaAcc110	0	2	4	1	26	1	26	1	26	1	26	1	26	6	;	R-액세서리	110
#RECORD	RaAcc115	0	2	4	1	27	1	27	1	27	1	27	1	27	6	;	R-액세서리	115
#RECORD	RaAcc120	0	2	4	1	28	1	28	1	28	1	28	1	28	6	;	R-액세서리	120
#RECORD	RaAcc125	0	2	4	1	29	1	29	1	29	1	29	1	29	6	;		
#RECORD	RaAcc130	0	2	4	1	30	1	30	1	30	1	30	1	30	6	;		
#RECORD	RaAcc135	0	2	4	1	31	1	31	1	31	1	31	1	31	6	;		
#RECORD	RaAcc140	0	2	4	1	32	1	32	1	32	1	32	1	32	6	;		
#RECORD	RaAcc145	0	2	4	1	33	1	33	1	33	1	33	1	33	6	;		
#RECORD	RaAcc150	0	2	4	1	34	1	34	1	34	1	34	1	34	6	;		
#RECORD	UnAcc005	0	2	5	1	10	1	10	1	10	1	10	1	10	7	;	U-액세서리	5
#RECORD	UnAcc010	0	2	5	1	12	1	12	1	12	1	12	1	12	7	;	U-액세서리	10
#RECORD	UnAcc015	0	2	5	1	14	1	14	1	14	1	14	1	14	7	;	U-액세서리	15
#RECORD	UnAcc020	0	2	5	1	16	1	16	1	16	1	16	1	16	7	;	U-액세서리	20
#RECORD	UnAcc025	0	2	5	1	18	1	18	1	18	1	18	1	18	7	;	U-액세서리	25
#RECORD	UnAcc030	0	2	5	1	20	1	20	1	20	1	20	1	20	7	;	U-액세서리	30
#RECORD	UnAcc035	0	2	5	1	22	1	22	1	22	1	22	1	22	7	;	U-액세서리	35
#RECORD	UnAcc040	0	2	5	1	24	1	24	1	24	1	24	1	24	7	;	U-액세서리	40
#RECORD	UnAcc045	0	2	5	1	26	1	26	1	26	1	26	1	26	7	;	U-액세서리	45
#RECORD	UnAcc050	0	2	5	1	28	1	28	1	28	1	28	1	28	7	;	U-액세서리	50
#RECORD	UnAcc055	0	2	5	1	30	1	30	1	30	1	30	1	30	7	;	U-액세서리	55
#RECORD	UnAcc060	0	2	5	1	32	1	32	1	32	1	32	1	32	7	;	U-액세서리	60
#RECORD	UnAcc065	0	2	5	1	34	1	34	1	34	1	34	1	34	7	;	U-액세서리	65
#RECORD	UnAcc070	0	2	5	1	36	1	36	1	36	1	36	1	36	7	;	U-액세서리	70
#RECORD	UnAcc075	0	2	5	1	38	1	38	1	38	1	38	1	38	7	;	U-액세서리	75
#RECORD	UnAcc080	0	2	5	1	40	1	40	1	40	1	40	1	40	7	;	U-액세서리	80
#RECORD	UnAcc085	0	2	5	1	42	1	42	1	42	1	42	1	42	7	;	U-액세서리	85
#RECORD	UnAcc090	0	2	5	1	44	1	44	1	44	1	44	1	44	7	;	U-액세서리	90
#RECORD	UnAcc095	0	2	5	1	46	1	46	1	46	1	46	1	46	7	;	U-액세서리	95
#RECORD	UnAcc100	0	2	5	1	48	1	48	1	48	1	48	1	48	7	;	U-액세서리	100
#RECORD	UnAcc105	0	2	5	1	50	1	50	1	50	1	50	1	50	7	;	U-액세서리	105
#RECORD	UnAcc110	0	2	5	1	52	1	52	1	52	1	52	1	52	7	;	U-액세서리	110
#RECORD	UnAcc115	0	2	5	1	54	1	54	1	54	1	54	1	54	7	;	U-액세서리	115
#RECORD	UnAcc120	0	2	5	1	56	1	56	1	56	1	56	1	56	7	;	U-액세서리	120
#RECORD	UnAcc125	0	2	5	1	58	1	58	1	58	1	58	1	58	7	;		
#RECORD	UnAcc130	0	2	5	1	60	1	60	1	60	1	60	1	60	7	;		
#RECORD	UnAcc135	0	2	5	1	62	1	62	1	62	1	62	1	62	7	;		
#RECORD	UnAcc140	0	2	5	1	64	1	64	1	64	1	64	1	64	7	;		
#RECORD	UnAcc145	0	2	5	1	66	1	66	1	66	1	66	1	66	7	;		
#RECORD	UnAcc150	0	2	5	1	68	1	68	1	68	1	68	1	68	7	;		
#END																		
																		
																		
																		
																		
																		
																		
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
