#record	7 	840	0 	7 	0 	0 	0 	0 	7 	0 	0 	0 	0 	7 	0 	0 	0 	0 	7 	0 	0 	0 	0 	7 	0 	0 	0 	0 	0 	0 	0	7 
#record	8 	1200	0 	8 	0 	0 	0 	0 	8 	0 	0 	0 	0 	8 	0 	0 	0 	0 	8 	0 	0 	0 	0 	8 	0 	0 	0 	0 	0 	0 	0	8 
#record	9 	1650	0 	9 	0 	0 	0 	0 	9 	0 	0 	0 	0 	9 	0 	0 	0 	0 	9 	0 	0 	0 	0 	9 	0 	0 	0 	0 	0 	0 	0	9 
#record	10 	2350	0 	10 	0 	0 	0 	0 	10 	0 	0 	0 	0 	10 	0 	0 	0 	0 	10 	0 	0 	0 	0 	10 	0 	0 	0 	0 	0 	0 	0	10 
#record	11 	3340	0 	11 	0 	0 	0 	0 	11 	0 	0 	0 	0 	11 	0 	0 	0 	0 	11 	0 	0 	0 	0 	11 	0 	0 	0 	0 	0 	0 	0	11 
#record	12 	4671	0 	12 	0 	0 	0 	0 	12 	0 	0 	0 	0 	12 	0 	0 	0 	0 	12 	0 	0 	0 	0 	12 	0 	0 	0 	0 	0 	0 	0	12 
#record	13 	6401	0 	13 	0 	0 	0 	0 	13 	0 	0 	0 	0 	13 	0 	0 	0 	0 	13 	0 	0 	0 	0 	13 	0 	0 	0 	0 	0 	0 	0	13 
#record	14 	8597	0 	14 	0 	0 	0 	0 	14 	0 	0 	0 	0 	14 	0 	0 	0 	0 	14 	0 	0 	0 	0 	14 	0 	0 	0 	0 	0 	0 	0	14 
#record	15 	11416	0 	15 	0 	0 	0 	0 	15 	0 	0 	0 	0 	15 	0 	0 	0 	0 	15 	0 	0 	0 	0 	15 	0 	0 	0 	0 	0 	0 	0	15 
#record	16 	14959	0 	16 	0 	0 	0 	0 	16 	0 	0 	0 	0 	16 	0 	0 	0 	0 	16 	0 	0 	0 	0 	16 	0 	0 	0 	0 	0 	0 	0	16 
#record	17 	19987	0 	17 	0 	0 	0 	0 	17 	0 	0 	0 	0 	17 	0 	0 	0 	0 	17 	0 	0 	0 	0 	17 	0 	0 	0 	0 	0 	0 	0	17 
#record	18 	26203	0 	18 	0 	0 	0 	0 	18 	0 	0 	0 	0 	18 	0 	0 	0 	0 	18 	0 	0 	0 	0 	18 	0 	0 	0 	0 	0 	0 	0	18 
#record	19 	33843	0 	19 	0 	0 	0 	0 	19 	0 	0 	0 	0 	19 	0 	0 	0 	0 	19 	0 	0 	0 	0 	19 	0 	0 	0 	0 	0 	0 	0	19 
#record	20 	43539	0 	20 	25 	0 	0 	0 	20 	25 	0 	0 	0 	20 	25 	0 	0 	0 	20 	25 	0 	0 	0 	20 	25 	0 	0 	0 	0 	0 	300 	20 
#record	21 	54952	0 	21 	26 	0 	0 	0 	21 	26 	0 	0 	0 	21 	26 	0 	0 	0 	21 	26 	0 	0 	0 	21 	26 	0 	0 	0 	0 	0 	340 	21 
#record	22 	68451	0 	22 	27 	0 	0 	0 	22 	27 	0 	0 	0 	22 	27 	0 	0 	0 	22 	27 	0 	0 	0 	22 	27 	0 	0 	0 	0 	0 	370 	22 
#record	23 	84419	0 	23 	28 	0 	0 	0 	23 	28 	0 	0 	0 	23 	28 	0 	0 	0 	23 	28 	0 	0 	0 	23 	28 	0 	0 	0 	0 	0 	400 	23 
#record	24 	103307	0 	24 	29 	0 	0 	0 	24 	29 	0 	0 	0 	24 	29 	0 	0 	0 	24 	29 	0 	0 	0 	24 	29 	0 	0 	0 	0 	0 	450 	24 
#record	25 	125647	0 	25 	30 	0 	0 	0 	25 	30 	0 	0 	0 	25 	30 	0 	0 	0 	25 	30 	0 	0 	0 	25 	30 	0 	0 	0 	0 	0 	490 	25 
#record	26 	152070	0 	26 	31 	0 	0 	0 	26 	31 	0 	0 	0 	26 	31 	0 	0 	0 	26 	31 	0 	0 	0 	26 	31 	0 	0 	0 	0 	0 	550 	26 
#record	27 	183322	0 	27 	32 	0 	0 	0 	27 	32 	0 	0 	0 	27 	32 	0 	0 	0 	27 	32 	0 	0 	0 	27 	32 	0 	0 	0 	0 	0 	600 	27 
#record	28 	220284	0 	28 	33 	0 	0 	0 	28 	33 	0 	0 	0 	28 	33 	0 	0 	0 	28 	33 	0 	0 	0 	28 	33 	0 	0 	0 	0 	0 	670 	28 
#record	29 	263998	0 	29 	34 	0 	0 	0 	29 	34 	0 	0 	0 	29 	34 	0 	0 	0 	29 	34 	0 	0 	0 	29 	34 	0 	0 	0 	0 	0 	730 	29 
#record	30 	314987	0 	30 	35 	0 	0 	0 	30 	35 	0 	0 	0 	30 	35 	0 	0 	0 	30 	35 	0 	0 	0 	30 	35 	0 	0 	0 	0 	0 	800 	30 
#record	31 	374745	0 	31 	36 	0 	0 	0 	31 	36 	0 	0 	0 	31 	36 	0 	0 	0 	31 	36 	0 	0 	0 	31 	36 	0 	0 	0 	0 	0 	860 	31 
#record	32 	444441	0 	32 	37 	0 	0 	0 	32 	37 	0 	0 	0 	32 	37 	0 	0 	0 	32 	37 	0 	0 	0 	32 	37 	0 	0 	0 	0 	0 	950 	32 
#record	33 	525720	0 	33 	38 	0 	0 	0 	33 	38 	0 	0 	0 	33 	38 	0 	0 	0 	33 	38 	0 	0 	0 	33 	38 	0 	0 	0 	0 	0 	1030 	33 
#record	34 	620499	0 	34 	39 	0 	0 	0 	34 	39 	0 	0 	0 	34 	39 	0 	0 	0 	34 	39 	0 	0 	0 	34 	39 	0 	0 	0 	0 	0 	1130 	34 
#record	35 	731012	0 	35 	40 	0 	0 	0 	35 	40 	0 	0 	0 	35 	40 	0 	0 	0 	35 	40 	0 	0 	0 	35 	40 	0 	0 	0 	0 	0 	1230 	35 
#record	36 	859859	0 	36 	41 	0 	0 	0 	36 	41 	0 	0 	0 	36 	41 	0 	0 	0 	36 	41 	0 	0 	0 	36 	41 	0 	0 	0 	0 	0 	1340 	36 
#record	37 	1010070	0 	37 	42 	0 	0 	0 	37 	42 	0 	0 	0 	37 	42 	0 	0 	0 	37 	42 	0 	0 	0 	37 	42 	0 	0 	0 	0 	0 	1470 	37 
#record	38 	1185174	0 	38 	43 	0 	0 	0 	38 	43 	0 	0 	0 	38 	43 	0 	0 	0 	38 	43 	0 	0 	0 	38 	43 	0 	0 	0 	0 	0 	1600 	38 
#record	39 	1389279	0 	39 	44 	0 	0 	0 	39 	44 	0 	0 	0 	39 	44 	0 	0 	0 	39 	44 	0 	0 	0 	39 	44 	0 	0 	0 	0 	0 	1740 	39 
#record	40 	1628577	0 	40 	45 	0 	0 	0 	40 	45 	0 	0 	0 	40 	45 	0 	0 	0 	40 	45 	0 	0 	0 	40 	45 	0 	0 	0 	0 	0 	1890 	40 
#record	41 	1903735	0 	41 	46 	0 	0 	0 	41 	46 	0 	0 	0 	41 	46 	0 	0 	0 	41 	46 	0 	0 	0 	41 	46 	0 	0 	0 	0 	0 	2040 	41 
#record	42 	2220074	0 	42 	47 	0 	0 	0 	42 	47 	0 	0 	0 	42 	47 	0 	0 	0 	42 	47 	0 	0 	0 	42 	47 	0 	0 	0 	0 	0 	2210 	42 
#record	43 	2583699	0 	43 	48 	0 	0 	0 	43 	48 	0 	0 	0 	43 	48 	0 	0 	0 	43 	48 	0 	0 	0 	43 	48 	0 	0 	0 	0 	0 	2380 	43 
#record	44 	3001612	0 	44 	49 	0 	0 	0 	44 	49 	0 	0 	0 	44 	49 	0 	0 	0 	44 	49 	0 	0 	0 	44 	49 	0 	0 	0 	0 	0 	2580 	44 
#record	45 	3481845	0 	45 	50 	0 	0 	0 	45 	50 	0 	0 	0 	45 	50 	0 	0 	0 	45 	50 	0 	0 	0 	45 	50 	0 	0 	0 	0 	0 	2790 	45 
#record	46 	4033608	0 	46 	51 	0 	0 	0 	46 	51 	0 	0 	0 	46 	51 	0 	0 	0 	46 	51 	0 	0 	0 	46 	51 	0 	0 	0 	0 	0 	3010 	46 
#record	47 	4667463	0 	47 	52 	0 	0 	0 	47 	52 	0 	0 	0 	47 	52 	0 	0 	0 	47 	52 	0 	0 	0 	47 	52 	0 	0 	0 	0 	0 	3250 	47 
#record	48 	5395518	0 	48 	53 	0 	0 	0 	48 	53 	0 	0 	0 	48 	53 	0 	0 	0 	48 	53 	0 	0 	0 	48 	53 	0 	0 	0 	0 	0 	3530 	48 
#record	49 	6231658	0 	49 	54 	0 	0 	0 	49 	54 	0 	0 	0 	49 	54 	0 	0 	0 	49 	54 	0 	0 	0 	49 	54 	0 	0 	0 	0 	0 	3810 	49 
#record	50 	7186574	0 	50 	55 	0 	0 	0 	50 	55 	0 	0 	0 	50 	55 	0 	0 	0 	50 	55 	0 	0 	0 	50 	55 	0 	0 	0 	0 	0 	4080 	50 
#record	51 	8280054	0 	51 	56 	0 	0 	0 	51 	56 	0 	0 	0 	51 	56 	0 	0 	0 	51 	56 	0 	0 	0 	51 	56 	0 	0 	0 	0 	0 	4360 	51 
#record	52 	9519838	0 	52 	57 	0 	0 	0 	52 	57 	0 	0 	0 	52 	57 	0 	0 	0 	52 	57 	0 	0 	0 	52 	57 	0 	0 	0 	0 	0 	4670 	52 
#record	53 	10925018	0 	53 	58 	0 	0 	0 	53 	58 	0 	0 	0 	53 	58 	0 	0 	0 	53 	58 	0 	0 	0 	53 	58 	0 	0 	0 	0 	0 	4990 	53 
#record	54 	12517133	0 	54 	59 	0 	0 	0 	54 	59 	0 	0 	0 	54 	59 	0 	0 	0 	54 	59 	0 	0 	0 	54 	59 	0 	0 	0 	0 	0 	5340 	54 
#record	55 	14320476	0 	55 	60 	0 	0 	0 	55 	60 	0 	0 	0 	55 	60 	0 	0 	0 	55 	60 	0 	0 	0 	55 	60 	0 	0 	0 	0 	0 	5720 	55 
#record	56 	16362442	0 	56 	61 	0 	0 	0 	56 	61 	0 	0 	0 	56 	61 	0 	0 	0 	56 	61 	0 	0 	0 	56 	61 	0 	0 	0 	0 	0 	6120 	56 
#record	57 	18673920	0 	57 	62 	0 	0 	0 	57 	62 	0 	0 	0 	57 	62 	0 	0 	0 	57 	62 	0 	0 	0 	57 	62 	0 	0 	0 	0 	0 	6550 	57 
#record	58 	21289729	0 	58 	63 	0 	0 	0 	58 	63 	0 	0 	0 	58 	63 	0 	0 	0 	58 	63 	0 	0 	0 	58 	63 	0 	0 	0 	0 	0 	7010 	58 
#record	59 	24346145	0 	59 	64 	0 	0 	0 	59 	64 	0 	0 	0 	59 	64 	0 	0 	0 	59 	64 	0 	0 	0 	59 	64 	0 	0 	0 	0 	0 	7500 	59 
#record	60 	27892956	0 	60 	65 	75 	0 	0 	60 	65 	75 	0 	0 	60 	65 	75 	0 	0 	60 	65 	75 	0 	0 	60 	65 	75 	0 	0 	75 	0 	7950 	60 
#record	61 	31941383	0 	61 	66 	76 	0 	0 	61 	66 	76 	0 	0 	61 	66 	76 	0 	0 	61 	66 	76 	0 	0 	61 	66 	76 	0 	0 	76 	0 	8430 	61 
#record	62 	36553632	0 	62 	67 	77 	0 	0 	62 	67 	77 	0 	0 	62 	67 	77 	0 	0 	62 	67 	77 	0 	0 	62 	67 	77 	0 	0 	77 	0 	8940 	62 
#record	63 	41799105	0 	63 	68 	78 	0 	0 	63 	68 	78 	0 	0 	63 	68 	78 	0 	0 	63 	68 	78 	0 	0 	63 	68 	78 	0 	0 	78 	0 	9470 	63 
#record	64 	47755192	0 	64 	69 	79 	0 	0 	64 	69 	79 	0 	0 	64 	69 	79 	0 	0 	64 	69 	79 	0 	0 	64 	69 	79 	0 	0 	79 	0 	10040 	64 
#record	65 	54508159	0 	65 	70 	80 	0 	0 	65 	70 	80 	0 	0 	65 	70 	80 	0 	0 	65 	70 	80 	0 	0 	65 	70 	80 	0 	0 	80 	0 	10640 	65 
#record	66 	62154117	0 	66 	71 	81 	0 	0 	66 	71 	81 	0 	0 	66 	71 	81 	0 	0 	66 	71 	81 	0 	0 	66 	71 	81 	0 	0 	81 	0 	11280 	66 
#record	67 	70800112	0 	67 	72 	82 	0 	0 	67 	72 	82 	0 	0 	67 	72 	82 	0 	0 	67 	72 	82 	0 	0 	67 	72 	82 	0 	0 	82 	0 	11960 	67 
#record	68 	80565316	0 	68 	73 	83 	0 	0 	68 	73 	83 	0 	0 	68 	73 	83 	0 	0 	68 	73 	83 	0 	0 	68 	73 	83 	0 	0 	83 	0 	12680 	68 
#record	69 	91582354	0 	69 	74 	84 	0 	0 	69 	74 	84 	0 	0 	69 	74 	84 	0 	0 	69 	74 	84 	0 	0 	69 	74 	84 	0 	0 	84 	0 	13440 	69 
#record	70 	103941051	0 	70 	75 	85 	0 	0 	70 	75 	85 	0 	0 	70 	75 	85 	0 	0 	70 	75 	85 	0 	0 	70 	75 	85 	0 	0 	85 	0 	14110 	70 
#record	71 	117311787	0 	71 	76 	86 	0 	0 	71 	76 	86 	0 	0 	71 	76 	86 	0 	0 	71 	76 	86 	0 	0 	71 	76 	86 	0 	0 	86 	0 	14810 	71 
#record	72 	131750092	0 	72 	77 	87 	0 	0 	72 	77 	87 	0 	0 	72 	77 	87 	0 	0 	72 	77 	87 	0 	0 	72 	77 	87 	0 	0 	87 	0 	15560 	72 
#record	73 	147308993	0 	73 	78 	88 	0 	0 	73 	78 	88 	0 	0 	73 	78 	88 	0 	0 	73 	78 	88 	0 	0 	73 	78 	88 	0 	0 	88 	0 	16340 	73 
#record	74 	164037442	0 	74 	79 	89 	0 	0 	74 	79 	89 	0 	0 	74 	79 	89 	0 	0 	74 	79 	89 	0 	0 	74 	79 	89 	0 	0 	89 	0 	17160 	74 
#record	75 	181978388	0 	75 	80 	90 	0 	0 	75 	80 	90 	0 	0 	75 	80 	90 	0 	0 	75 	80 	90 	0 	0 	75 	80 	90 	0 	0 	90 	0 	18010 	75 
#record	76 	201166415	0 	76 	81 	91 	0 	0 	76 	81 	91 	0 	0 	76 	81 	91 	0 	0 	76 	81 	91 	0 	0 	76 	81 	91 	0 	0 	91 	0 	18920 	76 
#record	77 	221624868	0 	77 	82 	92 	0 	0 	77 	82 	92 	0 	0 	77 	82 	92 	0 	0 	77 	82 	92 	0 	0 	77 	82 	92 	0 	0 	92 	0 	19860 	77 
#record	78 	243362385	0 	78 	83 	93 	0 	0 	78 	83 	93 	0 	0 	78 	83 	93 	0 	0 	78 	83 	93 	0 	0 	78 	83 	93 	0 	0 	93 	0 	20850 	78 
#record	79 	266368711	0 	79 	84 	94 	0 	0 	79 	84 	94 	0 	0 	79 	84 	94 	0 	0 	79 	84 	94 	0 	0 	79 	84 	94 	0 	0 	94 	0 	21900 	79 
#record	80 	290846185	0 	80 	85 	95 	0 	0 	80 	85 	95 	0 	0 	80 	85 	95 	0 	0 	80 	85 	95 	0 	0 	80 	85 	95 	0 	0 	95 	0 	23000 	80 
#record	81 	319376085	0 	81 	86 	96 	0 	0 	81 	86 	96 	0 	0 	81 	86 	96 	0 	0 	81 	86 	96 	0 	0 	81 	86 	96 	0 	0 	96 	0 	24140 	81 
#record	82 	354507454	0 	82 	87 	97 	0 	0 	82 	87 	97 	0 	0 	82 	87 	97 	0 	0 	82 	87 	97 	0 	0 	82 	87 	97 	0 	0 	97 	0 	25350 	82 
#record	83 	397048348	0 	83 	88 	98 	0 	0 	83 	88 	98 	0 	0 	83 	88 	98 	0 	0 	83 	88 	98 	0 	0 	83 	88 	98 	0 	0 	98 	0 	26620 	83 
#record	84 	448664634	0 	84 	89 	99 	0 	0 	84 	89 	99 	0 	0 	84 	89 	99 	0 	0 	84 	89 	99 	0 	0 	84 	89 	99 	0 	0 	99 	0 	27950 	84 
#record	85 	511477682	0 	85 	90 	100 	0 	0 	85 	90 	100 	0 	0 	85 	90 	100 	0 	0 	85 	90 	100 	0 	0 	85 	90 	100 	0 	0 	100 	0 	29340 	85 
#record	86 	588199335	0 	86 	91 	101 	0 	0 	86 	91 	101 	0 	0 	86 	91 	101 	0 	0 	86 	91 	101 	0 	0 	86 	91 	101 	0 	0 	101 	0 	30820 	86 
#record	87 	682311228	0 	87 	92 	102 	0 	0 	87 	92 	102 	0 	0 	87 	92 	102 	0 	0 	87 	92 	102 	0 	0 	87 	92 	102 	0 	0 	102 	0 	32360 	87 
#record	88 	798304137	0 	88 	93 	103 	0 	0 	88 	93 	103 	0 	0 	88 	93 	103 	0 	0 	88 	93 	103 	0 	0 	88 	93 	103 	0 	0 	103 	0 	33970 	88 
#record	89 	941998882	0 	89 	94 	104 	0 	0 	89 	94 	104 	0 	0 	89 	94 	104 	0 	0 	89 	94 	104 	0 	0 	89 	94 	104 	0 	0 	104 	0 	35670 	89 
#record	90 	1109768883	0 	90 	95 	105 	0 	0 	90 	95 	105 	0 	0 	90 	95 	105 	0 	0 	90 	95 	105 	0 	0 	90 	95 	105 	0 	0 	105 	0 	37460 	90 
#record	91 	1318270915	0 	91 	96 	106 	0 	0 	91 	96 	106 	0 	0 	91 	96 	106 	0 	0 	91 	96 	106 	0 	0 	91 	96 	106 	0 	0 	106 	0 	39330 	91 
#record	92 	1578831197	0 	92 	97 	107 	0 	0 	92 	97 	107 	0 	0 	92 	97 	107 	0 	0 	92 	97 	107 	0 	0 	92 	97 	107 	0 	0 	107 	0 	41300 	92 
#record	93 	1906316596	0 	93 	98 	108 	0 	0 	93 	98 	108 	0 	0 	93 	98 	108 	0 	0 	93 	98 	108 	0 	0 	93 	98 	108 	0 	0 	108 	0 	43360 	93 
#record	94 	2222646006	0 	94 	99 	109 	0 	0 	94 	99 	109 	0 	0 	94 	99 	109 	0 	0 	94 	99 	109 	0 	0 	94 	99 	109 	0 	0 	109 	0 	45540 	94 
#record	95 	2574361418	0 	95 	100 	110 	0 	0 	95 	100 	110 	0 	0 	95 	100 	110 	0 	0 	95 	100 	110 	0 	0 	95 	100 	110 	0 	0 	110 	0 	47810 	95 
#record	96 	2952943980	0 	96 	101 	111 	0 	0 	96 	101 	111 	0 	0 	96 	101 	111 	0 	0 	96 	101 	111 	0 	0 	96 	101 	111 	0 	0 	111 	0 	50200 	96 
#record	97 	3376799595	0 	97 	102 	112 	0 	0 	97 	102 	112 	0 	0 	97 	102 	112 	0 	0 	97 	102 	112 	0 	0 	97 	102 	112 	0 	0 	112 	0 	52710 	97 
#record	98 	3816589234	0 	98 	103 	113 	0 	0 	98 	103 	113 	0 	0 	98 	103 	113 	0 	0 	98 	103 	113 	0 	0 	98 	103 	113 	0 	0 	113 	0 	55350 	98 
#record	99 	4256887017	0 	99 	104 	114 	0 	0 	99 	104 	114 	0 	0 	99 	104 	114 	0 	0 	99 	104 	114 	0 	0 	99 	104 	114 	0 	0 	114 	0 	58110 	99 
#record	100 	4701456361	0 	100 	105 	115 	130 	130 	100 	105 	115 	130 	130 	100 	105 	115 	130 	130 	100 	105 	115 	130 	130 	100 	105 	115 	130 	130 	115 	130 	61020 	100 
#record	101 	5230623378	0 	101 	106 	116 	131 	131 	101 	106 	116 	131 	131 	101 	106 	116 	131 	131 	101 	106 	116 	131 	131 	101 	106 	116 	131 	131 	116 	131 	64070 	101 
#record	102 	5791994175	0 	102 	107 	117 	132 	132 	102 	107 	117 	132 	132 	102 	107 	117 	132 	132 	102 	107 	117 	132 	132 	102 	107 	117 	132 	132 	117 	132 	67270 	102 
#record	103 	6521104030	0 	103 	108 	118 	133 	133 	103 	108 	118 	133 	133 	103 	108 	118 	133 	133 	103 	108 	118 	133 	133 	103 	108 	118 	133 	133 	118 	133 	70640 	103 
#record	104 	7476783069	0 	104 	109 	119 	134 	134 	104 	109 	119 	134 	134 	104 	109 	119 	134 	134 	104 	109 	119 	134 	134 	104 	109 	119 	134 	134 	119 	134 	74170 	104 
#record	105 	8616244808	0 	105 	110 	120 	135 	135 	105 	110 	120 	135 	135 	105 	110 	120 	135 	135 	105 	110 	120 	135 	135 	105 	110 	120 	135 	135 	120 	135 	77880 	105 
#record	106 	10008870423	0 	106 	111 	121 	136 	136 	106 	111 	121 	136 	136 	106 	111 	121 	136 	136 	106 	111 	121 	136 	136 	106 	111 	121 	136 	136 	121 	136 	81770 	106 
#record	107 	11551859528	0 	107 	112 	122 	137 	137 	107 	112 	122 	137 	137 	107 	112 	122 	137 	137 	107 	112 	122 	137 	137 	107 	112 	122 	137 	137 	122 	137 	85860 	107 
#record	108 	13305976287	0 	108 	113 	123 	138 	138 	108 	113 	123 	138 	138 	108 	113 	123 	138 	138 	108 	113 	123 	138 	138 	108 	113 	123 	138 	138 	123 	138 	90150 	108 
#record	109 	15301872730	0 	109 	114 	124 	139 	139 	109 	114 	124 	139 	139 	109 	114 	124 	139 	139 	109 	114 	124 	139 	139 	109 	114 	124 	139 	139 	124 	139 	94660 	109 
#record	110 	17595762560	0 	110 	115 	125 	140 	140 	110 	115 	125 	140 	140 	110 	115 	125 	140 	140 	110 	115 	125 	140 	140 	110 	115 	125 	140 	140 	125 	140 	111328 	110 
#record	111 	20302802954	0 	111 	116 	126 	141 	141 	111 	116 	126 	141 	141 	111 	116 	126 	141 	141 	111 	116 	126 	141 	141 	111 	116 	126 	141 	141 	126 	141 	118982 	111 
#record	112 	23664947123	0 	112 	117 	127 	142 	142 	112 	117 	127 	142 	142 	112 	117 	127 	142 	142 	112 	117 	127 	142 	142 	112 	117 	127 	142 	142 	127 	142 	127124 	112 
#record	113 	27642185010	0 	113 	118 	128 	143 	143 	113 	118 	128 	143 	143 	113 	118 	128 	143 	143 	113 	118 	128 	143 	143 	113 	118 	128 	143 	143 	128 	143 	135783 	113 
#record	114 	32552737877	0 	114 	119 	129 	144 	144 	114 	119 	129 	144 	144 	114 	119 	129 	144 	144 	114 	119 	129 	144 	144 	114 	119 	129 	144 	144 	129 	144 	144984 	114 
#record	115 	39063285452	0 	115 	120 	130 	145 	145 	115 	120 	130 	145 	145 	115 	120 	130 	145 	145 	115 	120 	130 	145 	145 	115 	120 	130 	145 	145 	130 	145 	152418 	115 
#record	116 	46626986736	0 	116 	121 	131 	146 	146 	116 	121 	131 	146 	146 	116 	121 	131 	146 	146 	116 	121 	131 	146 	146 	116 	121 	131 	146 	146 	131 	146 	159852 	116 
#record	117 	54726830429	0 	117 	122 	132 	147 	147 	117 	122 	132 	147 	147 	117 	122 	132 	147 	147 	117 	122 	132 	147 	147 	117 	122 	132 	147 	147 	132 	147 	167844 	117 
#record	118 	63550633157	0 	118 	123 	133 	148 	148 	118 	123 	133 	148 	148 	118 	123 	133 	148 	148 	118 	123 	133 	148 	148 	118 	123 	133 	148 	148 	133 	148 	176244 	118 
#record	119 	72987672292	0 	119 	124 	134 	149 	149 	119 	124 	134 	149 	149 	119 	124 	134 	149 	149 	119 	124 	134 	149 	149 	119 	124 	134 	149 	149 	134 	149 	185040 	119 
#record	120 	83037947834	0 	120 	125 	135 	150 	150 	120 	125 	135 	150 	150 	120 	125 	135 	150 	150 	120 	125 	135 	150 	150 	120 	125 	135 	150 	150 	135 	150 	161920 	120 
#record	121 	93617185246	0 	121 	126 	136 	151 	151 	121 	126 	136 	151 	151 	121 	126 	136 	151 	151 	121 	126 	136 	151 	151 	121 	126 	136 	151 	151 	136 	151 	202330 	121 
#record	122 	104753224627	0 	122 	127 	137 	152 	152 	122 	127 	137 	152 	152 	122 	127 	137 	152 	152 	122 	127 	137 	152 	152 	122 	127 	137 	152 	152 	137 	152 	212440 	122 
#record	123 	116475371344	0 	123 	128 	138 	153 	153 	123 	128 	138 	153 	153 	123 	128 	138 	153 	153 	123 	128 	138 	153 	153 	123 	128 	138 	153 	153 	138 	153 	223080 	123 
#record	124 	128814473151	0 	124 	129 	139 	154 	154 	124 	129 	139 	154 	154 	124 	129 	139 	154 	154 	124 	129 	139 	154 	154 	124 	129 	139 	154 	154 	139 	154 	234220 	124 
#record	125 	141803001369	0 	125 	130 	140 	155 	155 	125 	130 	140 	155 	155 	125 	130 	140 	155 	155 	125 	130 	140 	155 	155 	125 	130 	140 	155 	155 	140 	155 	245940 	125 
#record	126 	155816939710	0 	126 	131 	141 	156 	156 	126 	131 	141 	156 	156 	126 	131 	141 	156 	156 	126 	131 	141 	156 	156 	126 	131 	141 	156 	156 	141 	156 	258240 	126 
#record	127 	170983622642	0 	127 	132 	142 	157 	157 	127 	132 	142 	157 	157 	127 	132 	142 	157 	157 	127 	132 	142 	157 	157 	127 	132 	142 	157 	157 	142 	157 	271150 	127 
#record	128 	187303050164	0 	128 	133 	143 	158 	158 	128 	133 	143 	158 	158 	128 	133 	143 	158 	158 	128 	133 	143 	158 	158 	128 	133 	143 	158 	158 	143 	158 	284710 	128 
#record	129 	205254420439	0 	129 	134 	144 	159 	159 	129 	134 	144 	159 	159 	129 	134 	144 	159 	159 	129 	134 	144 	159 	159 	129 	134 	144 	159 	159 	144 	159 	298940 	129 
#record	130 	225000927742	0 	130 	135 	145 	160 	160 	130 	135 	145 	160 	160 	130 	135 	145 	160 	160 	130 	135 	145 	160 	160 	130 	135 	145 	160 	160 	145 	160 	310900 	130 
